ZONE,SystemType,SystemName,StartX,StartY,EndX,EndY,PSize,Position,Critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,65867.4057,100695.64696,65455.168718,100695.64696,25,branch,non-critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,63297.934525,100695.64696,65455.168718,100695.64696,20,main,non-critical
ZON-1, T4,SHT-TNOR-SR-ZONE2,63447.934525,100545.64696,65605.168718,100545.64696,20,error,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,66017.4057,100845.64696,65305.168718,100845.64696,25,branch,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,63147.934525,100845.64696,65305.168718,100845.64696,20,main,non-critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,65867.4057,99681.245309,65867.4057,100695.64696,20,main,non-critical
ZON-1, T4,SHT-TNOR-SR-ZONE2,65717.4057,99831.245309,65717.4057,100545.64696,20,main,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,66017.4057,99531.245309,66017.4057,100845.64696,20,main,non-critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,54499.954615,98964.7445,54499.954615,100602.800136,40,error,non-critical
ZON-1, T4,SHT-TNOR-SR-ZONE2,54349.954615,99114.7445,54349.954615,100752.800136,32,main,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,54649.954615,98814.7445,54649.954615,99627.175524,40,error,non-critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,53105.675337,98964.7445,54499.954615,98964.7445,20,error,non-critical
ZON-1, T4,SHT-TNOR-SR-ZONE2,52955.675337,99114.7445,54349.954615,99114.7445,20,error,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,53255.675337,98814.7445,54649.954615,98814.7445,20,error,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,52696.69626,108250.358888,52696.69626,107880.0,20,error,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,57951.32726,107577.560254,57951.32726,106420.079358,20,error,non-critical
ZON-1, T3,SHT-TNOR-SI-ZONE2,58101.32726,107727.560254,58101.32726,106420.079358,20,error,non-critical
ZON-1, T4,SHT-TNOR-SR-ZONE2,58251.32726,107877.560254,58251.32726,106420.079358,20,error,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,56166.300273,107577.560254,57774.676645,107577.560254,25,branch,non-critical
ZON-1, B1,SHT-TNOR-SO-ZONE2,57951.32726,107577.560254,59826.682073,107577.560254,20,error,non-critical
