ZONE,SystemType,SystemName,StartX,StartY,EndX,EndY,PSize,Position,Critical
ZON-4, B1,SHT-TNOR-SO-,105639.999992,123929.589503,113639.999992,123929.589503,63,main,critical
ZON-4, B1,SHT-TNOR-SO-,113639.999992,123929.589503,114410.000008,123929.589503,50,main,critical
ZON-4, T3,SHT-TNOR-SI-,105789.999992,124079.589503,113789.999992,124079.589503,50,main,critical
ZON-4, T3,SHT-TNOR-SI-,113789.999992,124079.589503,114260.000008,124079.589503,40,main,critical
ZON-4, T4,SHT-TNOR-SR-,106610.88,124229.589503,113939.999992,124229.589503,40,error,critical
ZON-4, B1,SHT-TNOR-SO-,114410.000008,123929.589503,114410.000008,124834.949783,40,error,critical
ZON-4, T3,SHT-TNOR-SI-,114260.000008,124079.589503,114260.000008,125030.140404,40,error,critical
ZON-4, B1,SHT-TNOR-SO-,113639.999992,121565.050217,113639.999992,123929.589503,50,branch,critical
ZON-4, T3,SHT-TNOR-SI-,113789.999992,121369.859596,113789.999992,124079.589503,40,branch,critical
ZON-4, T4,SHT-TNOR-SR-,113669.27,124879.601897,114110.000008,124879.601897,32,error,non-critical
ZON-4, T4,SHT-TNOR-SR-,114110.000008,124229.589503,114110.000008,124879.601897,32,error,critical
ZON-4, T4,SHT-TNOR-SR-,113939.999992,121520.398103,113939.999992,124229.589503,32,error,critical
ZON-4, T4,SHT-TNOR-SR-,113939.999992,121520.398103,114580.73,121520.398103,32,error,critical
ZON-4, B1,SHT-TNOR-SO-,105639.999992,123929.589503,105639.999992,124834.949783,50,error,critical
ZON-4, T3,SHT-TNOR-SI-,105789.999992,124079.589503,105789.999992,125030.140404,40,error,critical
ZON-4, T4,SHT-TNOR-SR-,106610.88,124229.589503,106610.88,124849.451897,32,error,critical
ZON-5, T4,SHT-TNOR-SR-ZONE2,187017.097331,76711.047284,188119.972466,76711.047284,63,main,critical
ZON-5, T4,SHT-TNOR-SR-ZONE2,188119.972466,76711.047284,189788.81742,76711.047284,63,main,critical
ZON-5, T3,SHT-TNOR-SI-ZONE2,187023.547331,76531.047284,188269.972466,76531.047284,75,main,critical
ZON-5, T3,SHT-TNOR-SI-ZONE2,188269.972466,76531.047284,189938.81742,76531.047284,75,main,critical
ZON-5, B1,SHT-TNOR-SO-ZONE2,187023.547331,76351.047284,188419.972466,76351.047284,90,main,critical
ZON-5, B1,SHT-TNOR-SO-ZONE2,188419.972466,76351.047284,190088.81742,76351.047284,90,main,critical
ZON-4, T4,SHT-TNOR-SR-ZONE2,124171.454855,84089.72959,124171.454855,84873.236185,32,branch,non-critical
ZON-4, T3,SHT-TNOR-SI-ZONE2,123991.454855,83939.72959,123991.454855,84866.786185,40,branch,non-critical
ZON-4, B1,SHT-TNOR-SO-ZONE2,123811.454855,83789.72959,123811.454855,84866.786185,50,branch,non-critical
ZON-5, B1,SHT-TNOR-SO-,212644.327287,67908.163602,212644.327287,71120.400217,63,error,non-critical
ZON-5, T3,SHT-TNOR-SI-,212494.327287,68058.163602,212494.327287,70969.859596,50,error,non-critical
ZON-5, T4,SHT-TNOR-SR-,212344.327287,68208.163602,212344.327287,71120.398103,40,error,non-critical
ZON-5, T4,SHT-TNOR-SR-,211869.27,71120.398103,212344.327287,71120.398103,32,error,non-critical
ZON-5, B1,SHT-TNOR-SO-,205042.781926,67908.163602,212644.327287,67908.163602,63,error,non-critical
ZON-5, T3,SHT-TNOR-SI-,204892.781926,68058.163602,212494.327287,68058.163602,50,error,non-critical
ZON-5, T4,SHT-TNOR-SR-,204742.781926,68208.163602,212344.327287,68208.163602,40,error,non-critical
ZON-5, T4,SHT-TNOR-SR-,204742.781926,67743.642954,204742.781926,68208.163602,32,error,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,126139.53775,43848.839574,127601.720885,43848.839574,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,125989.53775,43698.839574,127451.720885,43698.839574,20,error,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,126289.53775,43998.839574,127751.720885,43998.839574,20,error,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,127601.720885,43848.839574,128992.315227,43848.839574,32,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,128992.315227,43848.839574,130216.714566,43848.839574,32,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,127451.720885,43698.839574,128842.315227,43698.839574,25,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,128842.315227,43698.839574,130346.700972,43698.839574,25,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,127751.720885,43998.839574,129142.315227,43998.839574,32,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,129142.315227,43998.839574,130086.700972,43998.839574,32,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,128992.315227,43848.839574,128992.315227,45125.325314,40,branch,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,128842.315227,43698.839574,128842.315227,44975.325314,32,branch,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,129142.315227,43998.839574,129142.315227,45275.325314,50,branch,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,130086.700972,44028.839574,130086.700972,45390.724003,25,error,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,130216.700972,43878.839571,130216.700972,45540.724003,25,error,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,130346.700972,43728.839574,130346.700972,45540.724003,25,error,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,128200.0,45125.325314,128992.315227,45125.325314,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,128200.0,44975.325314,128842.315227,44975.325314,20,error,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,128200.0,45275.325314,129142.315227,45275.325314,20,error,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,127601.720885,42525.0,127601.720885,43848.839574,40,branch,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,127601.720885,43848.839574,127601.720885,46724.098412,40,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,127601.720885,46724.098412,127601.720885,52928.707022,40,main,critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,127451.720885,42675.0,127451.720885,43698.839574,32,branch,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,127451.720885,43698.839574,127451.720885,46874.098412,32,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,127451.720885,46874.098412,127451.720885,53078.707022,32,main,critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,127751.720885,42375.0,127751.720885,43998.839574,63,branch,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,127751.720885,43998.839574,127751.720885,46574.098412,63,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,127751.720885,46574.098412,127751.720885,52778.707022,63,main,critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,96375.921574,42675.0,113630.67234,42675.0,40,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,113630.67234,42675.0,118305.0,42675.0,40,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,118305.0,42675.0,127451.720885,42675.0,50,main,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,127451.720885,42675.0,131175.0,42675.0,40,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,96525.921574,42525.0,113780.67234,42525.0,40,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,113780.67234,42525.0,118155.0,42525.0,50,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,118155.0,42525.0,127601.720885,42525.0,63,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,127601.720885,42525.0,131025.0,42525.0,50,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,96675.921574,42375.0,113930.67234,42375.0,50,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,113930.67234,42375.0,118005.0,42375.0,63,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,118005.0,42375.0,127751.720885,42375.0,75,main,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,127751.720885,42375.0,130875.0,42375.0,63,main,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,113206.578039,46916.904166,113780.67234,46916.904166,40,error,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,113206.578039,46766.904166,113630.67234,46766.904166,32,error,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,113206.578039,47066.904166,113930.67234,47066.904166,50,error,non-critical
ZON-3, T4,SHT-TNOR-SR-ZONE2,113630.67234,42675.0,113630.67234,46766.904166,20,branch,non-critical
ZON-3, T3,SHT-TNOR-SI-ZONE2,113780.67234,42525.0,113780.67234,46916.904166,20,branch,non-critical
ZON-3, B1,SHT-TNOR-SO-ZONE2,113930.67234,42375.0,113930.67234,47066.904166,20,branch,non-critical
