ZONE,SystemType,SystemName,StartX,StartY,EndX,EndY,PSize,Position,Critical
ZON-3, T3,SHT-TNOR-SI-,127351.720885,44375.987385,130153.377619,44375.987385,32,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,127201.720885,44525.987385,130283.364025,44525.987385,25,error,non-critical
ZON-3, B1,SHT-TNOR-SO-,127501.720885,44225.987385,130023.364025,44225.987385,32,error,non-critical
ZON-3, T3,SHT-TNOR-SI-,129022.315227,45118.06119,129022.315227,44375.987385,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,128872.315227,44968.06119,128872.315227,44525.987385,20,error,non-critical
ZON-3, B1,SHT-TNOR-SO-,129172.315227,45268.06119,129172.315227,44225.987385,20,error,non-critical
ZON-3, B1,SHT-TNOR-SO-,130023.364025,44495.987385,130023.364025,43779.198262,0,error,non-critical
ZON-3, B1,SHT-TNOR-SO-,130023.364025,44943.527024,130023.364025,44555.987385,20,error,non-critical
ZON-3, T3,SHT-TNOR-SI-,130153.364025,44345.987388,130153.364025,43659.198262,0,error,non-critical
ZON-3, T3,SHT-TNOR-SI-,130153.364025,44823.527024,130153.364025,44405.987382,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,130283.364025,44195.987385,130283.364025,43659.198262,0,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,130283.364025,44823.527024,130283.364025,44255.987385,20,error,non-critical
ZON-3, T3,SHT-TNOR-SI-,128214.030315,45118.06119,129022.315227,45118.06119,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,128214.030315,44968.06119,128872.315227,44968.06119,20,error,non-critical
ZON-3, B1,SHT-TNOR-SO-,128214.030315,45268.06119,129172.315227,45268.06119,20,error,non-critical
ZON-3, T3,SHT-TNOR-SI-,127351.720885,42825.0,127351.720885,46724.997803,32,main,critical
ZON-3, T3,SHT-TNOR-SI-,127351.720885,46724.997803,127351.720885,51584.750304,32,main,non-critical
ZON-3, T4,SHT-TNOR-SR-,127201.720885,42975.0,127201.720885,46874.997803,32,main,critical
ZON-3, T4,SHT-TNOR-SR-,127201.720885,46874.997803,127201.720885,51734.750304,25,main,non-critical
ZON-3, B1,SHT-TNOR-SO-,127501.720885,42675.0,127501.720885,46574.997803,32,main,critical
ZON-3, B1,SHT-TNOR-SO-,127501.720885,46574.997803,127501.720885,51434.750304,32,main,non-critical
ZON-3, T3,SHT-TNOR-SI-,130012.820388,54017.195554,130485.026606,54017.195554,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,129862.820388,54167.195554,130485.026606,54167.195554,20,error,non-critical
ZON-3, T4,SHT-TNOR-SR-,129862.820388,51734.750304,129862.820388,54167.195554,20,branch,non-critical
