ZONE,StartX,StartY,EndX,EndY,KesitX,KesitY,SystemName,Position,Critical
ZON-5,106815.102375,191444.604055,106715.102375,191544.604055,150,150,HVAC-E-EF-KNL,main,non-critical
ZON-5,108389.008338,196149.749438,106221.191622,196149.749438,1219,0,HVAC-E-EA-KNL,downbranch,non-critical
ZON-5,107999.13032,181875.759715,107749.13032,181875.759715,150,150,HVAC-E-WC-KNL,main,non-critical
ZON-5,108348.809206,200987.712244,106180.99249,200987.712244,1219,0,HVAC-E-EA-KNL,downbranch,non-critical
ZON-5,108514.8343,198539.043054,106914.8343,198539.043054,150,150,HVAC-R-EXHAUST-AIR-KNL,main,non-critical
ZON-4,119596.81687,109998.043948,118473.486604,109998.043948,250,0,HVAC-E-EF-KNL,downbranch,non-critical
ZON-5,106418.018953,198455.136873,106568.019216,198305.137136,150,150,HVAC-R-EXHAUST-AIR-KNL,main,non-critical
ZON-5,197149.111504,63633.338909,196549.111504,63633.338909,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,108514.900848,197561.510207,106014.900848,197561.510207,150,150,HVAC-E-EA-KNL,main,non-critical
ZON-5,196133.898802,63634.420649,195533.898802,63634.420649,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,106014.867574,198609.505104,108514.867574,198609.505104,150,150,HVAC-R-EXHAUST-AIR-KNL,top,non-critical
ZON-5,197149.111504,67219.033965,196549.111504,67219.033965,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,108514.900848,199657.5,106014.900848,199657.5,150,150,HVAC-E-EA-KNL,main,non-critical
ZON-5,196133.898802,67219.033965,195533.898802,67219.033965,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,191452.514993,133908.419357,191752.514993,133908.419357,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,214660.77646,63933.141634,214660.77646,63333.141634,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,191452.514993,133508.419357,191752.514993,133508.419357,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,214659.69472,62917.928932,214659.69472,62317.928932,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193125.0,129725.0,193425.0,129725.0,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,211075.081404,63933.141634,211075.081404,63333.141634,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193125.0,129325.0,193425.0,129325.0,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,211075.081404,62917.928932,211075.081404,62317.928932,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193275.0,129850.0,193275.0,133673.419357,150,150,HVAC-R-VAKUM-EGZOST-KNL,top,non-critical
ZON-2,236175.0,59235.548941,236175.0,58850.0,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-5,192320.342185,129560.0,192320.342185,133273.419357,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,217004.265308,65497.941721,217004.265308,66025.0,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-5,191982.132869,133908.419357,193040.0,133908.419357,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,220670.153405,59145.0,220670.153405,58175.0,100,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-5,192684.506553,129475.0,192684.506553,129175.0,150,150,HVAC-R-VAKUM-EGZOST-KNL,main,non-critical
ZON-5,219925.573246,59473.452742,219925.573246,58924.9996,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-3,117000.0,46700.0,117000.0,47750.0,650,450,HVAC-S-AHU-L1-15-S-KNL,main,non-critical
ZON-5,223475.0,59251.63376,223475.0,58162.5,125,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-3,133900.86395,47750.0,133600.86395,47750.0,150,150,HVAC-R-AHU-14-R-KNL,main,non-critical
ZON-5,221999.225725,60461.264732,221999.225725,58900.0,160,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-3,122034.457916,44628.39557,122259.457916,44403.39557,150,150,HVAC-E-EF-L5-03-KNL,main,non-critical
ZON-2,226755.0,65780.0,226755.0,68132.212161,100,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,66068.677264,180725.0,66418.677264,180725.0,150,150,HVAC-R-AHU-14-R-KNL,main,non-critical
ZON-2,225820.073246,65001.547258,225820.073246,66050.0004,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,63590.435653,109033.518077,63340.435653,109033.518077,150,150,HVAC-E-WC-KNL,main,non-critical
ZON-2,227315.578966,67350.0,227050.216984,67350.0,100,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,66025.0,87450.0,66025.0,87750.0,150,150,HVAC-E-WC-KNL,main,non-critical
ZON-5,222000.0,69181.219882,222000.0,66590.0,80,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,25550.0,128025.0,25550.0,127675.0,150,150,HVAC-E-EF-L5-03-KNL,main,non-critical
ZON-5,222477.311444,68815.978391,222477.311444,68707.211761,100,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,54689.579247,121600.0,54689.579247,122059.820939,150,150,HVAC-R-AHU-L1-18-KNL,downbranch,non-critical
ZON-5,219000.0,69170.0,219000.0,68707.212161,80,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,56949.472694,122370.207055,57864.964243,122370.207055,150,150,HVAC-S-FCU-S-KNL,main,non-critical
ZON-5,217200.0,69170.0,217200.0,66675.0,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,56438.472694,122370.207055,55546.646833,122370.207055,150,150,HVAC-R-FCU-R-KNL,main,non-critical
ZON-5,212475.0,69170.0,212475.0,68707.211761,80,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,58344.108606,126924.999979,61787.612823,126924.999979,200,150,HVAC-S-AHU-L1-18-KNL,main,critical
ZON-5,215475.0,69170.0,215475.0,66636.839822,100,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,52375.0,126169.742508,52375.0,123723.871708,150,150,HVAC-R-AHU-L1-18-KNL,bottom,critical
ZON-2,229964.556048,67890.292911,228072.084055,67890.292911,125,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,65616.972873,125200.586212,65616.972873,124345.485753,150,150,HVAC-R-AHU-L1-18-KNL,downbranch,critical
ZON-5,198246.623532,69157.833473,200622.889902,69157.833473,125,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,50375.0,116695.0,50375.0,114415.81781,150,150,HVAC-S-AHU-L1-18-KNL,main,critical
ZON-5,200393.543866,69650.0,201497.890302,69650.0,100,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,51575.0,116695.0,51575.0,115489.029788,150,150,HVAC-R-AHU-L1-18-KNL,main,critical
ZON-5,187700.0,63149.353948,191220.0,63149.353948,160,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,54773.343045,113330.0,54773.343045,114080.81781,200,150,HVAC-S-AHU-L1-18-KNL,main,critical
ZON-5,188992.5,64400.0,189350.0,64400.0,160,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,52875.0,124107.658625,52875.0,124418.880552,150,150,HVAC-S-AHU-L1-18-KNL,main,non-critical
ZON-5,187700.0,62188.314512,191245.0,62188.314512,160,0,HVAC-S-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,71069.22313,123402.658625,71348.329752,123402.658625,150,150,HVAC-S-AHU-L1-18-KNL,main,non-critical
ZON-5,188992.5,61100.0,189375.0,61100.0,160,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,61419.194243,130687.727564,61269.194243,130687.727564,150,150,HVAC-S-AHU-L1-18-KNL,main,non-critical
ZON-5,187072.131414,67588.128717,189325.0,67588.128717,160,0,HVAC-R-AHU-L1-03-KNL,downbranch,non-critical
ZON-1,61344.194243,114745.0,61344.194243,114480.81781,150,150,HVAC-S-AHU-L1-18-KNL,main,critical
