ZONE,StartX,StartY,EndX,EndY,KesitX,KesitY,SystemName,Position,Critical
ZON-5,190847.209355,128156.344035,190493.655965,127802.790645,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,191300.0,85015.734212,191900.0,85015.734212,279,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,190901.342492,128049.17789,190600.82211,127748.657508,1150,700,HVAC-R-AHU-OT-R-KNL,top,critical
ZON-5,190284.787298,88542.847528,190884.787298,88542.847528,192,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,190629.90274,129307.425544,190629.90274,131834.750316,1150,700,HVAC-R-AHU-OT-R-KNL,downbranch,non-critical
ZON-5,191300.0,88542.847528,191900.0,88542.847528,192,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,189094.649875,127830.604136,185153.124356,127830.604136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,176022.287298,128812.152472,176622.287298,128812.152472,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,189722.429084,127939.499869,189368.875694,128293.05326,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,177037.5,128813.234212,177637.5,128813.234212,394,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,184870.888246,127947.510161,184468.935314,128349.463093,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,176022.287298,132497.847528,176622.287298,132497.847528,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,185409.666216,128431.899041,185409.666216,128180.604136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,177037.5,132497.847528,177637.5,132497.847528,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,190192.325809,129116.503375,190651.945217,128656.883968,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,178640.212701,112219.652472,178040.212701,112219.652472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,190647.799744,128355.753647,190294.246353,128002.200256,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-5,177625.0,112220.734212,177025.0,112220.734212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,190253.587713,128725.21694,190027.313543,128951.49111,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-5,178640.212701,115805.347528,178040.212701,115805.347528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,189615.348146,130637.340782,188915.348146,130637.340782,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-5,177625.0,115805.347528,177025.0,115805.347528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,189615.348131,129267.340782,188915.348131,129267.340782,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-5,179162.847528,119272.287298,179162.847528,119872.287298,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,196700.0,129417.340782,196700.0,120785.0,700,500,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-5,179161.765788,120287.5,179161.765788,120887.5,394,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,197625.0,120875.0,197625.0,131701.615509,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,175477.152472,119272.287298,175477.152472,119872.287298,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,197625.0,120875.0,197625.0,121525.0,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-5,175477.152472,120287.5,175477.152472,120887.5,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,197292.5,120625.0,197292.5,119925.0,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-5,176009.787298,102244.652472,176609.787298,102244.652472,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,197625.0,119925.0,197625.0,120625.0,1150,700,HVAC-S-AHU-OT-S-KNL,top,critical
ZON-5,177025.0,102245.734212,177625.0,102245.734212,394,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,191081.974306,127921.579085,190728.420915,127568.025694,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,critical
ZON-5,176009.787298,105930.347528,176609.787298,105930.347528,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,183496.579085,127568.025694,183143.025694,127921.579085,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,critical
ZON-5,177025.0,105930.347528,177625.0,105930.347528,392,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,183496.579085,133931.974306,183143.025694,133578.420915,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,critical
ZON-5,178640.212701,94569.652472,178040.212701,94569.652472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,190728.420915,133931.974306,191081.974306,133578.420915,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,critical
ZON-5,177625.0,94570.734212,177025.0,94570.734212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,188008.190737,117391.809263,188496.661024,116903.338976,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-5,178640.212701,98155.347528,178040.212701,98155.347528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,187923.657508,117175.82211,188224.17789,117476.342492,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-5,177625.0,98155.347528,177025.0,98155.347528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,192305.212701,112539.652472,192905.212701,112539.652472,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-5,178640.212701,84907.152472,178040.212701,84907.152472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,190120.38863,112173.804944,193207.848146,112173.804944,700,300,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-5,177625.0,84908.234212,177025.0,84908.234212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,192305.212701,116225.347528,192905.212701,116225.347528,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-5,178640.212701,88492.847528,178040.212701,88492.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,190120.38863,116591.195056,193207.848146,116591.195056,700,300,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-5,177625.0,88492.847528,177025.0,88492.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193742.848146,116056.195056,193742.848146,114419.840782,700,300,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-4,123690.212701,116832.152472,123090.212701,116832.152472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,194092.848143,112729.322863,193392.848143,112729.322863,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-4,122675.0,116833.234212,122075.0,116833.234212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,195237.780772,117084.227381,194884.227381,117437.780772,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,123690.212701,120417.847528,123090.212701,120417.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,195276.342492,117175.82211,194975.82211,117476.342492,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-4,122675.0,120417.847528,122075.0,120417.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,194277.848146,113584.840782,195985.362172,113584.840782,700,300,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-4,123502.712701,109957.152472,122902.712701,109957.152472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,195088.701786,115099.775713,195088.701786,115905.608262,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,122487.5,109958.234212,121887.5,109958.234212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193572.149875,117327.5,189630.624356,117327.5,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,123502.712701,113542.847528,122902.712701,113542.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,194159.446292,117262.747075,193805.892901,116909.193685,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,122487.5,113542.847528,121887.5,113542.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,189017.98405,117233.743171,189371.537441,116880.18978,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,123727.712701,100432.152472,123127.712701,100432.152472,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,194524.984267,114612.275713,197548.398076,114612.275713,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-4,122712.5,100433.234212,122112.5,100433.234212,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,188008.190737,111383.190737,188504.463092,111879.463093,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,123727.712701,104017.847528,123127.712701,104017.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,187923.657508,111599.17789,188224.17789,111298.657508,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-4,122712.5,104017.847528,122112.5,104017.847528,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,195227.209355,111701.344035,194873.655965,111347.790645,1150,700,HVAC-R-AHU-OT-R-KNL,main,critical
ZON-4,123506.935932,92218.343716,122906.935932,92218.343716,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,195276.342492,111599.17789,194975.82211,111298.657508,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-4,122491.723231,92219.425456,121891.723231,92219.425456,294,0,HVAC-S-AHU-OT-S-KNL,downbranch,critical
ZON-5,195107.40274,112939.925544,195107.40274,114187.275713,1150,700,HVAC-R-AHU-OT-R-KNL,downbranch,non-critical
ZON-4,123506.935932,95804.038772,122906.935932,95804.038772,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,193572.149875,111463.104136,189630.624356,111463.104136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-4,122491.723231,95804.038772,121891.723231,95804.038772,292,0,HVAC-S-AHU-OT-S-KNL,downbranch,non-critical
ZON-5,194153.679084,111525.749869,193800.125694,111879.30326,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,298201.970718,77509.217738,297471.970718,77509.217738,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,189021.885084,111552.959932,189375.438475,111906.513322,1150,700,HVAC-R-AHU-OT-R-KNL,main,critical
ZON-2,298060.618361,75904.622823,297330.618361,75904.622823,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,189887.166216,112064.399041,189887.166216,111813.104136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,294370.090631,78275.284797,294370.090631,77809.217738,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195084.416157,116577.704352,194624.796749,116118.084944,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,295122.647235,77460.306527,295122.647235,76109.622823,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195083.195217,112243.133968,194623.575809,112702.753375,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,290570.09062,78275.284797,290570.09062,77809.217738,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,194092.848146,114269.840782,193392.848146,114269.840782,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-2,291322.647224,77462.273509,291322.647224,76109.622823,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194092.848131,112899.840782,193392.848131,112899.840782,1150,700,HVAC-S-AHU-OT-S-KNL,top,non-critical
ZON-2,286370.090608,78275.284797,286370.090608,77694.910257,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195456.974306,111471.579085,195103.420915,111118.025694,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-2,289167.842881,77462.273509,289167.842881,77214.293156,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,188096.579085,111118.025694,187743.025694,111471.579085,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-2,282468.8138,78169.672458,282468.8138,77494.079406,200,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,188096.579085,117656.974306,187743.025694,117303.420915,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-2,283025.146032,77285.108609,283025.146032,76781.329824,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195103.420915,117656.974306,195456.974306,117303.420915,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-2,284115.163975,75782.699312,282768.8138,75782.699312,125,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195053.942577,116900.389186,194700.389186,117253.942577,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,283385.929671,76021.579112,283250.145269,76021.579076,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194657.01879,116528.184373,194430.74462,116301.910203,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,289705.32893,74162.416034,287690.329815,74162.416034,125,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195032.799744,111895.753646,194679.246353,111542.200256,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,289950.209327,71250.276771,289642.842881,71250.276771,125,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194638.587713,112265.21694,194412.313543,112491.49111,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,294696.180932,72499.902893,295182.977394,72499.902893,80,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,196520.362172,113049.840782,196520.362172,106960.0,700,500,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-2,277279.468356,79900.206483,277279.468356,79629.774744,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,198048.398076,114112.275713,198048.398076,107850.0,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,279193.567658,79840.228096,279193.567658,78589.015544,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,199150.0,107025.0,199150.0,107675.0,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,276067.369065,79874.571268,276067.369065,78571.515544,125,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,198900.0,106425.0,197055.362172,106425.0,700,500,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-2,267856.594036,79951.690619,267856.594036,79679.774744,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,199150.0,106075.0,199150.0,106775.0,1150,700,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-2,275388.787923,71147.461734,275388.787923,73647.159529,80,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,198724.199038,107675.0,198724.199038,107025.0,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,272519.663219,71883.903335,272519.663219,73597.159529,80,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,188008.190737,107109.309263,188496.661024,106620.838976,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,265859.763178,68846.132152,265643.345847,68846.132152,80,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,187923.657508,106893.32211,188224.17789,107193.842492,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,294466.787107,67118.020928,294466.787107,67657.782744,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,192305.212701,102257.152472,192905.212701,102257.152472,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,critical
ZON-2,290493.617905,67254.727426,290493.617905,67632.782744,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,190120.38863,101891.304944,193207.848146,101891.304944,700,300,HVAC-S-AHU-OT-S-KNL,bottom,critical
ZON-2,291244.42611,67790.97125,291244.42611,69539.967765,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,critical
ZON-5,192305.212701,105942.847528,192905.212701,105942.847528,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-2,289432.555114,67254.727426,289432.555114,67632.782744,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,critical
ZON-5,190120.38863,106308.695056,193207.848146,106308.695056,700,300,HVAC-S-AHU-OT-S-KNL,bottom,critical
ZON-2,288580.751921,67790.97125,288580.751921,69736.676226,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,critical
ZON-5,193742.848146,105773.695056,193742.848146,104137.340782,700,300,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-2,282061.807828,66350.257518,281677.036456,66350.257518,200,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,critical
ZON-5,194092.848143,102446.822863,193392.848143,102446.822863,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,critical
ZON-2,284935.211714,71160.277358,284935.211714,73562.159529,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195237.780772,106801.727381,194884.227381,107155.280772,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,279036.051633,77803.994923,279036.051633,78159.015544,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195276.342492,106893.32211,194975.82211,107193.842492,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,275156.895928,77871.502102,275156.895928,78159.015544,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194277.848146,103302.340782,196210.984394,103302.340782,700,500,HVAC-S-AHU-OT-S-KNL,main,non-critical
ZON-2,270354.227026,77947.586247,270354.227026,79339.774744,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195088.701786,104817.275713,195088.701786,105623.108262,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,274453.658482,79943.605272,274453.658482,79679.774744,125,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,193572.149875,107045.0,189630.624356,107045.0,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,272524.360127,77923.643486,272524.360127,79389.774744,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,194159.446292,106980.247075,193805.892901,106626.693685,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,271502.819097,79841.836071,271502.819293,79679.774345,125,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,189017.98405,106951.243171,189371.537441,106597.68978,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,272054.458591,79717.171364,272054.458591,78559.015544,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194524.984267,104329.775713,196506.194483,104329.775713,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
ZON-2,276431.840591,66150.859241,276431.840591,66621.653932,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,188008.190737,101100.690737,188504.463092,101596.963093,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,277082.326593,66269.305581,277082.326593,67553.562807,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,187923.657508,101316.67789,188224.17789,101016.157508,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,281928.444576,64124.831105,280659.87876,64124.831105,200,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195227.209355,101418.844035,194873.655965,101065.290645,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,280950.0,69155.196588,280950.0,69691.950256,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195276.342492,101316.67789,194975.82211,101016.157508,1150,700,HVAC-R-AHU-OT-R-KNL,top,non-critical
ZON-2,267227.594008,67250.257492,266671.950917,67250.257492,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195107.40274,102657.425544,195107.40274,103904.775713,1150,700,HVAC-R-AHU-OT-R-KNL,downbranch,non-critical
ZON-2,271100.449314,68171.376715,271100.449314,66961.653932,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,193572.149875,101180.604136,189630.624356,101180.604136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,268699.550686,68171.376715,268699.550686,67011.653932,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,194153.679084,101243.249869,193800.125694,101596.80326,1150,700,HVAC-R-AHU-OT-R-KNL,main,critical
ZON-2,270280.72408,66252.467886,270280.72408,66571.653932,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,189021.885084,101270.459932,189375.438475,101624.013322,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,271315.157958,66362.054786,271315.157958,67598.562807,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,189887.166216,101781.899041,189887.166216,101530.604136,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,266475.541591,66150.859241,266475.541591,66521.653932,160,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195084.416157,106295.204352,194624.796749,105835.584944,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,267206.316175,66362.054786,267206.316175,67598.562807,160,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,195083.195217,101960.633968,194623.575809,102420.253375,1150,700,HVAC-R-AHU-OT-R-KNL,main,non-critical
ZON-2,267664.263231,77726.666112,267664.263231,79339.774744,80,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,194092.848146,103987.340782,193392.848146,103987.340782,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,critical
ZON-2,265440.144748,74438.406615,265440.144748,74137.15913,100,0,HVAC-R-AHU-L2-01-R-KNL,downbranch,non-critical
ZON-5,194092.848131,102617.340782,193392.848131,102617.340782,1150,700,HVAC-S-AHU-OT-S-KNL,bottom,non-critical
ZON-2,264980.48552,64707.655621,264980.48552,64902.871809,125,0,HVAC-S-AHU-L2-01-S-KNL,downbranch,non-critical
ZON-5,195456.974306,101189.079085,195103.420915,100835.525694,1150,700,HVAC-R-AHU-OT-R-KNL,bottom,non-critical
