ZONE,StartX,StartY,EndX,EndY,KesitX,KesitY,SystemName,Position,Critical
ZON-2,232231.878733,64725.0,232231.878733,64475.0,600,350,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-2,298853.0,74964.755633,298853.0,74680.885025,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,235794.323948,64725.0,235794.323948,64475.0,600,350,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-2,244301.316595,131545.14079,244301.316595,131300.610198,100,0,HVAC-R-AHU-14-R-KNL,downbranch,non-critical
ZON-2,232263.381655,62075.257492,232263.381655,62325.257492,600,350,HVAC-R-AHU-5-R-KNL,main,non-critical
ZON-2,243488.576382,130528.0,243204.705774,130528.0,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,235507.155142,64800.0,235507.155142,65072.11028,250,200,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-2,238766.658233,15064.5,239050.528841,15064.5,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,235307.155142,65272.11028,232461.468905,65272.11028,250,200,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-1,2524.100261,131344.272936,2813.688863,131344.272936,100,0,HVAC-R-AHU-14-R-KNL,downbranch,non-critical
ZON-2,231811.468905,64861.05514,232061.468905,64861.05514,600,350,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-1,63537.605725,65461.742627,63253.735116,65461.742627,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,232161.468905,65222.11028,230480.30457,65222.11028,350,250,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-4,116364.537779,119850.642307,116892.20619,119850.642307,100,0,HVAC-R-AHU-14-R-KNL,downbranch,non-critical
ZON-2,229930.30457,63452.983297,228316.984613,63452.983297,350,250,HVAC-S-AHU-5-S-KNL,downbranch,non-critical
ZON-4,117664.816387,121026.553313,117664.816387,121310.423921,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,230205.30457,64947.11028,230205.30457,63727.983297,350,250,HVAC-S-AHU-5-S-KNL,main,non-critical
ZON-1,3586.299061,129828.567496,3586.299061,129544.696888,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,236007.95706,61488.058063,232873.742006,61488.058063,600,350,HVAC-R-AHU-5-R-KNL,main,non-critical
ZON-1,53180.727064,182000.899739,53180.727064,181711.311137,100,0,HVAC-R-AHU-14-R-KNL,downbranch,non-critical
ZON-2,231842.056085,61919.157777,232092.056085,61919.157777,600,350,HVAC-R-AHU-5-R-KNL,main,non-critical
ZON-1,54689.139516,180938.700939,54973.010124,180938.700939,100,0,HVAC-S-AHU-14-S-KNL,downbranch,non-critical
ZON-2,232573.742006,61538.058063,229384.925642,61538.058063,600,350,HVAC-R-AHU-5-R-KNL,main,non-critical
ZON-5,203825.846881,115038.378468,201658.030166,115038.378468,1219,0,HVAC-E-EA-KNL,downbranch,non-critical
ZON-2,236637.241232,60205.042519,237046.156444,60205.042519,200,150,HVAC-S-AHU-5-S-KNL,main,non-critical
