389268,877047
390885,828699
389193,875159
389194,875159
388787,875121
389260,877077
389194,875121
392450,712833
392526,712709
392429,713736
392526,712833
392526,712783
392575,712945
392627,713736
392575,712990
392395,713232
392398,712990
388369,485643
548296,832639
548296,832378
389825,832378
389825,832639
388452,486263
388475,486263
388475,486272
388475,486283
388605,880340
388605,880879
388605,880907
388604,880340
388604,880907
388604,881144
388584,881363
388584,881389
388584,881412
388979,881452
388979,881316
388979,881247
388979,881222
388990,881027
388604,881113
389770,828747
389826,828747
389768,828747
389767,828699
389687,828699
390051,831085
389781,831052
389833,831052
389717,827807
388427,477887
388426,477887
388430,477887
388396,478423
388325,486631
388325,486855
388311,487315
388327,486855
388331,486470
513741,486902
388336,486902
388511,478411
388517,478411
388398,478411
388352,488307
388405,478411
388404,478411
388478,485837
388419,478104
388304,486709
388351,487952
388855,877006
596147,875644
389008,877773
389208,875980
388524,875980
388892,875980
388527,875980
388569,881778
389132,873487
389130,873487
388847,875874
404175,873366
389113,873366
389097,873366
388742,873487
389160,873487
389146,873487
388734,873536
388752,873536
388944,882809
388776,873487
388534,873366
388772,873536
389250,875874
389280,875825
388875,875485
388819,875485
388714,873570
388865,875457
389281,875511
406245,873623
388688,873570
388966,882384
388932,881969
389284,875429
418501,877317
388835,875457
388627,877861
389047,879243
388573,879726
388913,882829
389135,873843
388895,873896
388819,875511
388880,875429
389948,829727
389911,829017
389909,829017
541547,829017
540083,829017
389879,829017
389863,829017
389892,829017
389908,829017
389879,829727
389939,829727
389932,829727
389931,829727
389900,829727
389842,829017
389961,829685
389960,829685
389619,827575
533369,827369
533370,827369
535616,827575
532474,827369
389599,827369
389526,822096
389527,822096
389352,822096
389340,822096
389347,822096
389525,822096
389367,822096
554199,827889
389433,822141
389452,822141
389302,824374
389334,824374
389498,827975
389476,831170
389476,831238
389499,828004
389610,827575
389611,827575
389601,827369
389594,827575
389595,827575
389487,822096
389431,822141
389431,822632
389757,827889
389379,822078
389348,822078
389365,822078
389378,822078
389383,822096
389999,828849
389928,829194
389923,829060
389969,830040
389393,822256
389399,822310
389400,822350
390089,827138
389662,827138
389302,822701
389680,827672
389746,828521
392142,744269
389748,828640
389566,827313
527667,827138
389541,827138
389646,827551
389666,827138
389646,827138
389644,827138
389568,827551
390103,827138
389643,827138
389567,827272
389973,828849
389781,832829
389967,830040
389720,827935
392373,712945
388369,488531
389583,827272
389585,827497
388717,873536
389134,873536
389774,832639
388434,477826
390268,833131
388452,486272
389260,875825
392430,712833
393440,767367
393410,767362
393478,767546
391064,744832
391217,745779
391251,745808
391025,744799
388579,878907
388848,875707
388570,882829
388893,874147
389138,874147
389760,831590
388445,478497
389033,877773
392253,739074
389006,877773
391999,739074
391999,739136
391999,740910
392233,739074
393209,696431
391966,726276
392526,715896
392526,715944
392526,716018
391999,740847
391999,740947
391999,740972
392172,740551
392526,715802
392526,715845
392360,715028
389638,826814
389638,826793
393216,691377
482873,732295
482892,732252
482890,732252
392575,714484
392059,739647
388732,873487
388733,873487
389298,822141
392096,739509
390232,827431
389912,829130
391989,726155
392117,741259
392893,715462
392117,739321
392575,714530
392059,739755
392059,739386
391207,744247
392575,714397
389463,821932
393445,767337
392627,714807
392142,735504
392586,700942
392066,735567
389699,827076
389727,827497
393302,700756
391452,735231
389915,829130
391649,725858
388461,484504
388959,879078
388441,477779
392205,739386
389148,873964
393045,692181
391676,733094
392398,714397
388663,877773
389048,877773
390886,744308
390902,744308
390700,744339
