StartX,StartY,EndX,EndY
90284.47952,45575.0,90284.47952,46229.641892
90284.47952,46229.641892,90284.47952,48140.0
90284.47952,48140.0,90284.47952,52200.0
90284.47952,52200.0,90284.47952,52350.0
95880.363182,45625.0,95880.363182,52315.0
104305.188993,52350.0,106120.363182,52350.0
104155.188993,52200.0,104305.188993,52350.0
129818.204788,50395.879421,130018.204788,50595.879421
133892.178202,50795.879421,133892.178202,52245.0
130018.204788,50595.879421,133692.178202,50595.879421
133692.178202,50595.879421,138075.0,50595.879421
138075.0,50595.879421,138275.0,50595.879421
133692.178202,50595.879421,133892.178202,50795.879421
138275.0,50795.879421,138275.0,52090.779864
138075.0,50595.879421,138275.0,50795.879421
202249.38914,67699.192954,202551.431596,67699.192954
202551.431596,67699.192954,204100.252424,67699.192954
188604.967411,74019.945802,189600.000186,74019.945802
188404.967411,74019.945802,188404.967411,74219.945802
188404.967411,74219.945802,188404.967411,74857.5
188404.967411,74219.945802,188604.967411,74019.945802
206782.5859,74144.745039,206782.5859,75900.0
206782.5859,74144.745039,206982.5859,73944.745039
212324.967411,73944.745039,212324.967411,74144.745039
212324.967411,74144.745039,212324.967411,74857.5
206726.399137,73944.745039,206982.5859,73944.745039
206982.5859,73944.745039,207757.5859,73944.745039
207757.5859,73944.745039,212124.967411,73944.745039
207557.5859,73744.745039,207757.5859,73944.745039
212124.967411,73944.745039,212324.967411,74144.745039
207557.5859,72200.0,207557.5859,73744.745039
219500.0,76016.879737,219979.26233,76016.879737
220324.967411,74982.5,220324.967411,75671.17447
220324.967411,75671.17447,220324.967411,75871.17447
219979.26233,76016.879737,220324.967597,75671.17447
219487.157698,69842.190287,220280.773237,70635.805826
119800.000015,67080.000016,119800.000015,68600.0
119800.000015,68600.0,119800.000015,68764.281697
104530.000015,89675.000016,106240.307209,89675.000016
106240.307209,89675.000016,106661.659401,89675.000016
106240.307209,89675.000016,106661.659401,89253.647824
119755.000015,88375.000016,121090.916331,88375.000016
121090.916331,88375.000016,121310.131451,88375.000016
