pX,pY,Size,System
45966.517457,159260.04754,100,-M-CONVENTIONAL STORM WATER DN
135232.744619,128110.047542,100,-M-CONVENTIONAL STORM WATER DN
53316.517458,189940.047542,100,-M-CONVENTIONAL STORM WATER DN
53916.517459,189940.047542,100,-M-CONVENTIONAL STORM WATER DN
60831.617458,189940.047542,100,-M-CONVENTIONAL STORM WATER DN
90656.162666,57695.047542,100,-M-CONVENTIONAL STORM WATER DN
91256.162666,57695.047542,100,-M-CONVENTIONAL STORM WATER DN
77536.014849,56932.665338,100,-M-CONVENTIONAL STORM WATER DN
77536.014849,56332.665341,100,-M-CONVENTIONAL STORM WATER DN
77536.01485,40332.665344,100,-M-CONVENTIONAL STORM WATER DN
77536.01485,39732.665346,100,-M-CONVENTIONAL STORM WATER DN
167800.112885,38509.058714,100,-M-CONVENTIONAL STORM WATER DN
165897.167171,46590.944196,100,-M-CONVENTIONAL STORM WATER DN
167442.632829,46590.944196,100,-M-CONVENTIONAL STORM WATER DN
216232.367171,46590.944196,100,-M-CONVENTIONAL STORM WATER DN
217777.832829,46590.944196,100,-M-CONVENTIONAL STORM WATER DN
256647.732828,94624.299271,100,-M-CONVENTIONAL STORM WATER DN
256647.732828,94024.299271,100,-M-CONVENTIONAL STORM WATER DN
273316.517458,88135.047547,100,-M-CONVENTIONAL STORM WATER DN
273916.517457,88135.047547,100,-M-CONVENTIONAL STORM WATER DN
286657.364031,88135.223673,100,-M-CONVENTIONAL STORM WATER DN
287257.36403,88135.223673,100,-M-CONVENTIONAL STORM WATER DN
61431.617459,189940.047542,100,-M-CONVENTIONAL STORM WATER DN
167131.088337,38902.931684,100,-M-CONVENTIONAL STORM WATER DN
135232.744619,127510.047542,100,-M-CONVENTIONAL STORM WATER DN
157599.637555,128165.107069,100,-M-CONVENTIONAL STORM WATER DN
157599.637555,127565.107066,100,-M-CONVENTIONAL STORM WATER DN
45966.517458,145910.047543,100,-M-CONVENTIONAL STORM WATER DN
45966.517458,145310.047543,100,-M-CONVENTIONAL STORM WATER DN
45966.517458,158660.047543,100,-M-CONVENTIONAL STORM WATER DN
156550.112885,38509.058714,100,-M-CONVENTIONAL STORM WATER DN
155881.088337,38902.931684,100,-M-CONVENTIONAL STORM WATER DN
146150.112885,38509.058714,100,-M-CONVENTIONAL STORM WATER DN
145481.088337,38902.931684,100,-M-CONVENTIONAL STORM WATER DN
217287.484592,48125.507232,%%c100,-M-CONVENTIONAL STORM WATER DN
167472.732829,47424.299279,100,-M-CONVENTIONAL STORM WATER DN
190397.167172,46591.065763,100,-M-CONVENTIONAL STORM WATER DN
191978.356387,46591.065763,100,-M-CONVENTIONAL STORM WATER DN
265317.46627,88135.120288,100,-M-CONVENTIONAL STORM WATER DN
265917.466269,88135.120288,100,-M-CONVENTIONAL STORM WATER DN
75617.556169,136540.0,56,-M- SIPHONIC STORM WATER DN
86895.961641,137358.559004,56,-M- SIPHONIC STORM WATER DN
87701.538359,137358.559004,56,-M- SIPHONIC STORM WATER DN
106249.038359,137358.559004,56,-M- SIPHONIC STORM WATER DN
125175.288359,137358.559004,56,-M- SIPHONIC STORM WATER DN
146622.211641,137888.559004,56,-M- SIPHONIC STORM WATER DN
127414.662738,122491.501175,50,-M- SIPHONIC STORM WATER DN
82180.106745,105498.558941,50,-M- SIPHONIC STORM WATER DN
82985.683463,105498.558941,50,-M- SIPHONIC STORM WATER DN
75302.311641,108443.559004,56,-M- SIPHONIC STORM WATER DN
76107.888359,108443.559004,56,-M- SIPHONIC STORM WATER DN
74572.840413,103270.338958,56,-M- SIPHONIC STORM WATER DN
74573.39297,102669.786401,56,-M- SIPHONIC STORM WATER DN
94962.211641,105488.55897,50,-M- SIPHONIC STORM WATER DN
95767.788359,105488.55897,50,-M- SIPHONIC STORM WATER DN
104892.792178,107393.89915,50,-M- SIPHONIC STORM WATER DN
104893.344735,106793.346594,50,-M- SIPHONIC STORM WATER DN
114468.344735,106330.1,56,-M- SIPHONIC STORM WATER DN
114468.344735,106930.1,56,-M- SIPHONIC STORM WATER DN
127292.275931,106548.559004,50,-M- SIPHONIC STORM WATER DN
128097.85265,106548.559004,50,-M- SIPHONIC STORM WATER DN
129388.319057,89527.696393,63,-M- SIPHONIC STORM WATER DN
129387.777342,88927.696393,56,-M- SIPHONIC STORM WATER DN
99651.756237,89575.0,63,-M- SIPHONIC STORM WATER DN
99651.758182,73225.0,63,-M- SIPHONIC STORM WATER DN
104499.212873,60597.974182,50,-M- SIPHONIC STORM WATER DN
104498.660316,59997.421625,50,-M- SIPHONIC STORM WATER DN
119206.364261,60626.308089,50,-M- SIPHONIC STORM WATER DN
119205.813182,60026.308089,50,-M- SIPHONIC STORM WATER DN
124606.833297,66890.0,50,-M- SIPHONIC STORM WATER DN
119695.0,72103.339345,75,-M- SIPHONIC STORM WATER DN
118995.0,80875.0,75,-M- SIPHONIC STORM WATER DN
133898.797292,57766.802557,50,-M- SIPHONIC STORM WATER DN
149829.424133,54256.427282,50,-M- SIPHONIC STORM WATER DN
160621.720299,54250.0,50,-M- SIPHONIC STORM WATER DN
161427.297017,54250.0,50,-M- SIPHONIC STORM WATER DN
176381.914214,52349.613591,50,-M- SIPHONIC STORM WATER DN
171523.244734,60550.0,50,-M- SIPHONIC STORM WATER DN
176381.914214,51749.059557,50,-M- SIPHONIC STORM WATER DN
221515.517799,55435.0,50,-M- SIPHONIC STORM WATER DN
221516.070356,54835.552556,50,-M- SIPHONIC STORM WATER DN
228584.633394,51822.577319,50,-M- SIPHONIC STORM WATER DN
227049.757024,58309.024658,50,-M- SIPHONIC STORM WATER DN
202492.107823,56409.447444,56,-M- SIPHONIC STORM WATER DN
203297.684541,56409.447444,56,-M- SIPHONIC STORM WATER DN
165862.065134,94310.087446,50,-M- SIPHONIC STORM WATER DN
166667.641853,94310.087446,50,-M- SIPHONIC STORM WATER DN
165982.905301,83640.087446,50,-M- SIPHONIC STORM WATER DN
166788.48202,83640.087446,50,-M- SIPHONIC STORM WATER DN
200606.655265,90900.844734,63,-M- SIPHONIC STORM WATER DN
200607.207822,90301.397291,63,-M- SIPHONIC STORM WATER DN
183618.344735,90900.844734,56,-M- SIPHONIC STORM WATER DN
183617.792178,90301.397291,63,-M- SIPHONIC STORM WATER DN
221471.904941,90284.220756,50,-M- SIPHONIC STORM WATER DN
221472.457498,89684.773312,50,-M- SIPHONIC STORM WATER DN
227034.125169,86551.367161,50,-M- SIPHONIC STORM WATER DN
212246.655266,92880.1,50,-M- SIPHONIC STORM WATER DN
202153.343973,110180.0,50,-M- SIPHONIC STORM WATER DN
202153.336805,129985.0,50,-M- SIPHONIC STORM WATER DN
194056.101109,138600.0,56,-M- SIPHONIC STORM WATER DN
175847.5,138600.0,50,-M- SIPHONIC STORM WATER DN
161801.755302,134235.087446,56,-M- SIPHONIC STORM WATER DN
162607.332021,134235.087446,56,-M- SIPHONIC STORM WATER DN
165681.655265,113930.1,50,-M- SIPHONIC STORM WATER DN
165682.207822,113330.652556,50,-M- SIPHONIC STORM WATER DN
175721.655302,71125.087446,63,-M- SIPHONIC STORM WATER DN
176527.232021,71125.087446,63,-M- SIPHONIC STORM WATER DN
238687.5,57825.000011,125,-M- SIPHONIC STORM WATER DN
235257.501879,131275.370876,75,-M- SIPHONIC STORM WATER DN
299541.712752,66873.128874,110,-M- SIPHONIC STORM WATER DN
247126.060305,14303.891121,90,-M- SIPHONIC STORM WATER DN
238940.0,57508.920085,63,-M- SIPHONIC STORM WATER DN
238687.5,58025.0,110,-M- SIPHONIC STORM WATER DN
63762.5,108225.000011,125,-M- SIPHONIC STORM WATER DN
67178.105573,181696.619829,110,-M- SIPHONIC STORM WATER DN
